,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,speaker
0,-887.301025390625,10.012173652648926,36.035091400146484,16.28302001953125,-19.237918853759766,10.906170845031738,-26.906597137451172,2.7340927124023438,-25.232275009155273,-0.5660337209701538,-10.551092147827148,-3.5676169395446777,-1.6588581800460815,-0.6654438972473145,-3.669898748397827,-4.215074062347412,-7.9989118576049805,-6.246692657470703,-2.802192211151123,-3.175541400909424,-1.618162989616394,-3.791184663772583,-2.7385811805725098,-2.9940602779388428,-5.5549702644348145,-1.3914731740951538,-3.05332350730896,-1.2841620445251465,-5.231040000915527,3.6044118404388428,-3.709735870361328,1.84434175491333,-0.7215561866760254,0.3608207702636719,-1.6753467321395874,3.7068369388580322,-3.9569091796875,4.110082149505615,-2.3428256511688232,0.08245133608579636,1.0
