,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,speaker
0,-510.7131042480469,20.741106033325195,-10.845309257507324,12.931571960449219,-10.339911460876465,-3.363543748855591,-11.774420738220215,-1.190973162651062,-9.221433639526367,-3.1914544105529785,-5.011751651763916,-2.84714412689209,-2.0851869583129883,-6.6463470458984375,-1.1147431135177612,-6.604023456573486,-1.769863247871399,-5.544796943664551,-4.309826374053955,-2.196809768676758,-4.606658458709717,0.028423132374882698,-3.2888076305389404,0.9696142673492432,-1.7810328006744385,1.6748613119125366,1.1248749494552612,-1.373461365699768,-0.4020270109176636,-1.7616029977798462,1.3801898956298828,0.6501407027244568,4.4727277755737305,1.7549107074737549,2.8866446018218994,0.3525201678276062,1.8148279190063477,0.7498914003372192,0.6403425335884094,0.29223209619522095,1.0
1,-494.2657165527344,27.067626953125,-19.39238166809082,11.020813941955566,-9.843464851379395,-4.334450721740723,-12.097156524658203,0.5587365031242371,-9.09583854675293,-4.68836784362793,-4.536944389343262,-6.236221790313721,-2.523733139038086,-7.309385299682617,-2.8504157066345215,-5.268094539642334,-2.7745578289031982,-5.710576057434082,-4.917290210723877,-3.5228271484375,-5.0926194190979,-1.6374461650848389,-1.5448002815246582,3.580462694168091,0.9072103500366211,2.6764755249023438,-0.12456465512514114,-1.1661185026168823,0.27890467643737793,0.46852803230285645,3.933765172958374,0.5897173285484314,2.4997336864471436,-0.15500864386558533,1.560056209564209,0.12009712308645248,0.015277686528861523,-1.232672095298767,-1.0616114139556885,-0.1326945722103119,1.0
2,-501.83642578125,13.196144104003906,-17.667261123657227,16.88416290283203,-9.872193336486816,-1.2567863464355469,-10.140888214111328,0.6072750091552734,-9.161060333251953,0.3939538300037384,-4.933226585388184,-2.277622938156128,-1.1505622863769531,-6.156363487243652,-0.26389896869659424,-7.062456130981445,-1.0272518396377563,-5.780820846557617,-3.3345651626586914,-0.39477798342704773,-2.2928922176361084,3.1760318279266357,-1.555355429649353,3.3560633659362793,-1.4925800561904907,0.8632140159606934,0.7288338541984558,-1.6068516969680786,-0.2231098711490631,-1.0635141134262085,2.9420571327209473,-0.2689853310585022,2.866523504257202,-1.659008502960205,-0.19307929277420044,-1.3493461608886719,0.05722127482295036,-1.0233651399612427,-1.542619228363037,-0.0285950880497694,1.0
3,-555.3670043945312,10.470263481140137,-14.386143684387207,4.328091144561768,-4.946918487548828,-3.1676666736602783,-5.995228290557861,-0.7378945350646973,-5.5409698486328125,-1.8850462436676025,-3.085782766342163,-2.3819456100463867,-1.61986243724823,-4.6476731300354,-0.024492323398590088,-4.020646095275879,1.0210871696472168,-0.5311180353164673,0.9174168109893799,2.1944637298583984,-0.513447105884552,1.0079869031906128,-1.851406216621399,1.203977108001709,-0.6951965689659119,0.8134719133377075,-0.17945486307144165,-0.909766435623169,1.0872020721435547,0.9337343573570251,1.5154255628585815,-1.6605452299118042,0.5991543531417847,0.2662191390991211,0.2684370279312134,-0.5841364860534668,-0.32863372564315796,1.1634560823440552,-0.04885689541697502,-1.0437092781066895,1.0
4,-691.4951782226562,46.57711410522461,5.505211353302002,14.38802433013916,3.7726893424987793,-3.876471757888794,-9.625823974609375,-2.368391990661621,-6.182032108306885,-7.931220054626465,-4.391307830810547,-3.7917730808258057,-5.182981491088867,-5.087601184844971,-3.3068478107452393,-6.666484355926514,-4.421413421630859,-6.708744049072266,-5.729195594787598,-4.7099714279174805,-5.7877020835876465,-3.4300506114959717,-4.413022041320801,-2.5002121925354004,-3.3142473697662354,-2.177215099334717,-2.473499298095703,-2.6046695709228516,-1.0174076557159424,-0.3796040415763855,1.4522720575332642,0.7938597798347473,1.7313323020935059,1.492308497428894,1.5303300619125366,0.27226483821868896,0.2910231053829193,-0.3039921224117279,-0.5308600664138794,-0.2091466784477234,1.0
5,-404.87054443359375,35.33833312988281,-26.791406631469727,14.57378101348877,-12.824707984924316,-8.768062591552734,-14.569625854492188,-0.6041653752326965,-11.854493141174316,-4.5893096923828125,-7.561971664428711,-6.905362606048584,-5.000368595123291,-9.547094345092773,-2.086092710494995,-11.371824264526367,-0.7707748413085938,-7.477273941040039,-4.359687805175781,0.18071407079696655,-3.571617364883423,4.2495293617248535,0.4025815427303314,5.7332258224487305,0.27794259786605835,1.4103500843048096,-0.3547654151916504,-2.713992118835449,1.2376108169555664,0.7940210700035095,2.0439419746398926,-2.0391154289245605,1.362361192703247,1.4883697032928467,2.9377822875976562,-0.04896463081240654,-0.5236590504646301,-1.4628939628601074,0.5218162536621094,-0.08723090589046478,1.0
6,-441.2282409667969,21.95286750793457,-19.030874252319336,17.432716369628906,-11.327043533325195,-4.921289920806885,-11.590841293334961,-1.7338991165161133,-7.80174446105957,-6.723196029663086,-3.87691068649292,-5.072579860687256,-2.6716909408569336,-6.31361722946167,-3.4004464149475098,-4.904541969299316,-3.636296033859253,-5.984555244445801,-4.834841251373291,-3.7185850143432617,-4.928705215454102,-1.6211533546447754,-0.605370819568634,5.3196611404418945,3.979961633682251,4.716836452484131,3.2975096702575684,0.5059747695922852,0.3275013864040375,0.6981803178787231,2.7319796085357666,-0.12258802354335785,1.5646154880523682,-0.70123291015625,-0.050827641040086746,-0.828489363193512,-0.5059912204742432,-0.6287184953689575,-1.0736885070800781,-1.292038083076477,1.0
7,-437.466796875,21.640655517578125,-26.06151580810547,18.809452056884766,-12.735217094421387,-6.64616060256958,-11.442197799682617,-2.1611874103546143,-9.04850959777832,-6.677131175994873,-3.7110214233398438,-7.02291202545166,-4.170416831970215,-6.367053508758545,-4.208471775054932,-5.7292327880859375,-3.9577128887176514,-7.243907928466797,-5.041329383850098,-4.044247627258301,-2.5338940620422363,1.3770943880081177,3.2452590465545654,6.695909023284912,2.071016550064087,4.007023334503174,0.47172680497169495,-0.7803285121917725,1.0658800601959229,1.5194792747497559,2.341139316558838,-0.424478143453598,2.1697914600372314,-0.6970078349113464,0.14729508757591248,-1.5017460584640503,-0.8943381905555725,-0.4871740937232971,-1.0100431442260742,-1.267965316772461,1.0
8,-451.2971496582031,17.00065803527832,-19.9571590423584,16.777332305908203,-14.621167182922363,-0.6642385721206665,-15.818034172058105,1.280197262763977,-9.274353981018066,-7.701300144195557,-2.931213140487671,-7.552590847015381,-2.8223495483398438,-8.283051490783691,-2.882859945297241,-7.2837700843811035,-2.9202663898468018,-7.0264129638671875,-5.171424865722656,-1.5132642984390259,-1.3491520881652832,4.8318328857421875,3.1960411071777344,6.101373672485352,-0.19753147661685944,2.308356761932373,-0.5077003836631775,-0.09434778988361359,2.315929889678955,-0.08339397609233856,2.0866377353668213,-1.6373300552368164,1.4278498888015747,-1.4380698204040527,-0.49207720160484314,-1.8954143524169922,-0.7938047051429749,-0.7508585453033447,-2.112057685852051,-1.223242163658142,1.0
9,-446.9592590332031,17.16364860534668,-20.795095443725586,14.899120330810547,-14.966310501098633,-2.3087875843048096,-14.679393768310547,0.4547649621963501,-7.1311540603637695,-5.485098838806152,-5.070320129394531,-4.692965030670166,-2.7739224433898926,-6.066351890563965,-2.5744688510894775,-5.668335914611816,-1.6615924835205078,-5.4397196769714355,-4.564942359924316,-0.23947636783123016,0.9742299914360046,3.9767117500305176,4.385242462158203,4.0064778327941895,-2.690643787384033,-0.7445713877677917,-1.2011747360229492,0.685573160648346,4.633272647857666,2.966538190841675,2.240795373916626,-2.437859296798706,0.11378250271081924,-1.6032606363296509,-0.43006911873817444,-2.1628386974334717,-1.6818373203277588,-1.6154335737228394,-2.47417950630188,-1.6232110261917114,1.0
